Muppet Treasure Island,98
Catwalk,99
Braveheart,100
Taxi Driver,101
Rumble in the Bronx,102
Before and After,103
Margaret's Museum,104
Anne Frank Remembered,105
The Young Poisoner's Handbook,106
If Lucy Fell,107
Steal Big Steal Little,108
The Boys of St. Vincent,109
Boomerang,110
Chungking Express,111
The Star Maker,112
Flirting with Disaster,113
The Neverending Story III: Escape from Fantasia,114
Pie in the Sky,115
Angela,116
Frankie Starlight,117
Jade,118
Down Periscope,119
Man of the Year,120
Up Close & Personal,121
The Birdcage,122
The Brothers McMullen,123
Bad Boys,124
The Amazing Panda Adventure,125
The Basketball Diaries,126
An Awfully Big Adventure,127
Amateur,128
Apollo 13,129
Rob Roy,130
The Addiction,131
Batman Forever,132
Belle de Jour,133
Beyond Rangoon,134
Blue in the Face,135
Canadian Bacon,136
Casper,137
Clockers,138
Congo,139
Crimson Tide,140
Crumb,141
Desperado,142
Devil in a Blue Dress,143
Die Hard: With a Vengeance,144
The Doom Generation,145
Feast of July,146
First Knight,147
Free Willy 2 - The Adventure Home,148
Hackers,149
Jeffrey,150
Johnny Mnemonic,151
Judge Dredd,152
Jury Duty,153
Kids,154
Living in Oblivion,155
Lord of Illusions,156
Love & Human Remains,157
Mad Love,158
Mallrats,159
Mighty Morphin Power Rangers: The Movie,160
Mute Witness,161
Nadja,162
The Net,163
Nine Months,164
Party Girl,165
The Prophecy,166
Reckless,167
Safe,168
The Scarlet Letter,169
Showgirls,170
Smoke,171
Something to Talk About,172
Species,173
Strange Days,174
The Umbrellas of Cherbourg,175
The Tie That Binds,176
Three Wishes,177
Total Eclipse,178
"To Wong Foo, Thanks for Everything! Julie Newmar",179
Under Siege 2: Dark Territory,180
Unstrung Heroes,181
Unzipped,182
A Walk in the Clouds,183
Waterworld,184
White Man's Burden,185
The Browning Version,186
Burnt by the Sun,187
Before the Rain,188
Before Sunrise,189
Billy Madison,190
The Babysitter,191
Boys on the Side,192
The Cure,193
Castle Freak,194
Circle of Friends,195
Clerks,196
Don Juan DeMarco,197
Disclosure,198
Drop Zone,199
Destiny Turns on the Radio,200
Death and the Maiden,201
Dolores Claiborne,202
Dumb and Dumber,203
Eat Drink Man Woman,204
Exotica,205
Exit to Eden,206
Ed Wood,207
French Kiss,208
Forget Paris,209
Far from Home: The Adventures of Yellow Dog,210
A Goofy Movie,211
Hideaway,212
Fluke,213
Farinelli,214
Gordy,215
Gumby: The Movie,216
The Glass Shield,217
Hoop Dreams,218
Heavenly Creatures,219
Houseguest,220
Immortal Beloved,221
Heavyweights,222
The Hunted,223
I.Q.,224
Interview with the Vampire,225
Jefferson in Paris,226
The Jerky Boys,227
Junior,228
Just Cause,229
A Kid in King Arthur's Court,230
Kiss of Death,231
Star Wars,232
Little Women,233
A Little Princess,234
Ladybird Ladybird,235
L'Enfer,236
Like Water for Chocolate,237
Legends of the Fall,238
Major Payne,239
Little Odessa,240
Mi Vida Loca,241
Love Affair,242
Losing Isaiah,243
The Madness of King George,244
Mary Shelley's Frankenstein,245
Man of the House,246
Mixed Nuts,247
Milk Money,248
Miracle on 34th Street,249
Miami Rhapsody,250
My Family,251
Murder in the First,252
Nobody's Fool,253
Nell,254
New Jersey Drive,255
Beyond Bedlam,256
Nina Takes a Lover,257
Natural Born Killers,258
Only You,259
Once Were Warriors,260
Poison Ivy II: Lily,261
Outbreak,262
Leon: The Professional,263
The Perez Family,264
A Pyromaniac's Love Story,265
Pulp Fiction,266
Priest,267
Quiz Show,268
Picture Bride,269
Queen Margot,270
The Quick and the Dead,271
Roommates,272
Prêt-à-Porter,273
Three Colors: Red,274
Three Colors: Blue,275
Three Colors: White,276
"Red Firecracker, Green Firecracker",277
Stuart Saves His Family,278
The Swan Princess,279
The Secret of Roan Inish,280
The Specialist,281
Stargate,282
The Santa Clause,283
The Shawshank Redemption,284
Shallow Grave,285
Suture,286
Strawberry and Chocolate,287
Swimming with Sharks,288
The Sum of Us,289
Senior Trip,290
To Live,291
Tank Girl,292
Tales from the Crypt: Demon Knight,293
Star Trek: Generations,294
Tales from the Hood,295
Tom & Viv,296
Village of the Damned,297
Tommy Boy,298
Vanya on 42nd Street,299
The Underneath,300
The Walking Dead,301
What's Eating Gilbert Grape,302
Virtuosity,303
While You Were Sleeping,304
The War,305
Double Happiness,306
Muriel's Wedding,307
The Baby-Sitters Club,308
Ace Ventura: Pet Detective,309
"The Adventures of Priscilla, Queen of the Desert",310
Backbeat,311
Bitter Moon,312
Bullets Over Broadway,313
Clear and Present Danger,314
The Client,315
"Corrina, Corrina",316
Crooklyn,317
The Crow,318
Cobb,319
The Flintstones,320
Forrest Gump,321
Four Weddings and a Funeral,322
Higher Learning,323
I Love Trouble,324
It Could Happen to You,325
The Jungle Book,326
"The Wonderful, Horrible Life of Leni Riefenstahl",327
The Lion King,328
Little Buddha,329
New Nightmare,330
The Mask,331
Maverick,332
Mrs. Parker and the Vicious Circle,333
The Naked Gun 33⅓: The Final Insult,334
The Paper,335
Reality Bites,336
Red Rock West,337
Ri¢hie Ri¢h,338
Safe Passage,339
The River Wild,340
Speed,341
Speechless,342
Timecop,343
True Lies,344
When a Man Loves a Woman,345
Wolf,346
Wyatt Earp,347
Bad Company,348
A Low Down Dirty Shame,349
"Boys Life: Three Stories of Love, Lust, and Liberation",350
Colonel Chabert,351
"Faster, Pussycat! Kill! Kill!",352
Jason's Lyric,353
The Secret Adventures of Tom Thumb,354
Street Fighter,355
Mirage,356
Highlander: The Final Dimension,357
In the Mouth of Madness,358
8 Seconds,359
Above the Rim,360
Addams Family Values,361
The Age of Innocence,362
Airheads,363
The Air Up There,364
Another Stakeout,365
Bad Girls,366
Barcelona,367
Being Human,368
The Beverly Hillbillies,369
Beverly Hills Cop III,370
Black Beauty,371
Blink,372
Blown Away,373
Blue Chips,374
Blue Sky,375
Body Snatchers,376
Boxing Helena,377
A Bronx Tale,378
Cabin Boy,379
Carlito's Way,380
City Slickers II: The Legend of Curly's Gold,381
Clean Slate,382
Cliffhanger,383
Coneheads,384
Color of Night,385
Cops & Robbersons,386
The Cowboy Way,387
Dangerous Game,388
Dave,389
Dazed and Confused,390
Demolition Man,391
The Endless Summer 2,392
Even Cowgirls Get the Blues,393
Fatal Instinct,394
Farewell My Concubine,395
The Favor,396
Fearless,397
Fear of a Black Hat,398
With Honors,399
Flesh and Bone,400
Widows' Peak,401
For Love or Money,402
The Firm,403
Free Willy,404
Fresh,405
The Fugitive,406
Geronimo: An American Legend,407
The Getaway,408
Getting Even with Dad,409
Go Fish,410
Guilty as Sin,411
Hard Target,412
Heaven & Earth,413
Hot Shots! Part Deux,414
Live Nude Girls,415
The Englishman Who Went Up a Hill But Came Down a Mountain,416
The House of the Spirits,417
House Party 3,418
The Hudsucker Proxy,419
I'll Do Anything,420
In the Army Now,421
In the Line of Fire,422
In the Name of the Father,423
The Inkwell,424
What's Love Got to Do with It,425
Judgment Night,426
Jurassic Park,427
Kalifornia,428
Killing Zoe,429
King of the Hill,430
Lassie,431
Last Action Hero,432
Life With Mikey,433
Lightning Jack,434
M. Butterfly,435
Made in America,436
Malice,437
The Man without a Face,438
Manhattan Murder Mystery,439
Menace II Society,440
Executive Decision,441
In the Realm of the Senses,442
What Happened Was...,443
Much Ado About Nothing,444
Mr. Jones,445
Mr. Wonderful,446
Mrs. Doubtfire,447
Naked,448
The Next Karate Kid,449
No Escape,450
North,451
Orlando,452
A Perfect World,453
Philadelphia,454
The Piano,455
Poetic Justice,456
The Program,457
The Puppet Masters,458
Radioland Murders,459
The Ref,460
The Remains of the Day,461
Renaissance Man,462
Rising Sun,463
The Road to Wellville,464
RoboCop 3,465
Robin Hood: Men in Tights,466
Romeo Is Bleeding,467
Romper Stomper,468
Ruby in Paradise,469
Rudy,470
Savage Nights,471
Schindler's List,472
The Scout,473
Searching for Bobby Fischer,474
The Secret Garden,475
Serial Mom,476
The Shadow,477
Shadowlands,478
Short Cuts,479
A Simple Twist of Fate,480
Sirens,481
Six Degrees of Separation,482
Sleepless in Seattle,483
Sliver,484
Blade Runner,485
Son in Law,486
So I Married an Axe Murderer,487
Striking Distance,488
Super Mario Bros.,489
Surviving the Game,490
Terminal Velocity,491
Thirty Two Short Films About Glenn Gould,492
Threesome,493
The Nightmare Before Christmas,494
The Three Musketeers,495
Tombstone,496
Trial by Jury,497
True Romance,498
The War Room,499
The Pagemaster,500
"Paris, France",501
Killer,502
Welcome to the Dollhouse,503
Germinal,504
Chasers,505
Cronos,506
Kika,507
Bhaji on the Beach,508
Little Big League,509
Wide Eyed and Legless,510
"Ciao, Professore!",511
Spanking the Monkey,512
The Little Rascals,513
Andre,514
Princess Caraboo,515
The Celluloid Closet,516
Café au Lait,517
The Brady Bunch Movie,518
Home Alone,519
Ghost,520
Aladdin,521
Terminator 2: Judgment Day,522
Dances with Wolves,523
Batman,524
The Silence of the Lambs,525
Snow White and the Seven Dwarfs,526
Beauty and the Beast,527
Pinocchio,528
Pretty Woman,529
The Wild Bunch,530
Love and a .45,531
Bye Bye Love,532
One Fine Day,533
Candyman: Farewell to the Flesh,534
Fargo,535
Homeward Bound II: Lost in San Francisco,536
Heavy Metal,537
Hellraiser: Bloodline,538
The Pallbearer,539
Jane Eyre,540
Loaded,541
Bread and Chocolate,542
The Aristocats,543
The Flower of My Secret,544
Ed,545
Scream of Stone,546
My Favorite Season,547
A Thin Line Between Love and Hate,548
The Last Supper,549
Primal Fear,550
Carried Away,551
All Dogs Go to Heaven 2,552
Land and Freedom,553
Denise Calls Up,554
A Family Thing,555
Sgt. Bilko,556
Jack & Sarah,557
Girl 6,558
Diabolique,559
Courage Under Fire,560
Mission: Impossible,561
Moll Flanders,562
The Superwife,563
DragonHeart,564
Eddie,565
Purple Noon,566
James and the Giant Peach,567
Fear,568
Kids in the Hall: Brain Candy,569
Faithful,570
Underground,571
Bloodsport II,572
Pather Panchali,573
The World of Apu,574
Mystery Science Theater 3000: The Movie,575
Space Jam,576
Barbarella,577
Some Folks Call It a Sling Blade,578
The Run of the Country,579
Alphaville,580
Coup de Torchon,581
It's My Party,582
Country Life,583
Operation Dumbo Drop,584
The Promise,585
Mrs. Winterbourne,586
Solo,587
The Substitute,588
True Crime,589
Butterfly Kiss,590
Feeling Minnesota,591
Delta of Venus,592
Angus,593
Faces,594
Boys,595
The Quest,596
Cosi,597
Mulholland Falls,598
The Truth About Cats & Dogs,599
Oliver & Company,600
Celtic Pride,601
Flipper,602
Dead Man,603
The Horseman on the Roof,604
The Visitors,605
Multiplicity,606
"The Haunted World of Edward D. Wood, Jr.",607
The Craft,608
The Great White Hype,609
Last Dance,610
Cold Comfort Farm,611
Heaven's Prisoners,612
The Rock,613
Cemetery Man,614
Twister,615
Barb Wire,616
Ghost in the Shell,617
Thinner,618
Spy Hard,619
A Close Shave,620
Force of Evil,621
The Stupids,622
The Arrival,623
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,624
A Month by the Lake,625
Gold Diggers: The Secret of Bear Mountain,626
Kim,627
Carmen Miranda: Bananas Is My Business,628
Ashes of Time,629
Maya Lin: A Strong Clear Vision,630
Stalingrad,631
The Phantom,632
Striptease,633
Heavy,634
Jack,635
I Shot Andy Warhol,636
The Grass Harp,637
Spirits of the Dead,638
Trainspotting,639
Til There Was You,640
Independence Day,641
Stealing Beauty,642
The Fan,643
The Hunchback of Notre Dame,644
The Cable Guy,645
Kingpin,646
Eraser,647
The Gate of Heavenly Peace,648
The Nutty Professor,649
My Life and Times With Antonin Artaud,650
Daylight,651
The Frighteners,652
Lone Star,653
Harriet the Spy,654
Phenomenon,655
Walking and Talking,656
She's the One,657
A Time to Kill,658
American Buffalo,659
Alaska,660
Fled,661
Kazaam,662
Larger Than Life,663
Two Deaths,664
A Very Brady Sequel,665
Death in the Garden,666
Kaspar Hauser,667
The Adventures of Pinocchio,668
Joe's Apartment,669
The First Wives Club,670
Stonewall,671
Ransom,672
High School High,673
Phat Beach,674
Foxfire,675
Chain Reaction,676
Matilda,677
Emma,678
The Crow: City of Angels,679
House Arrest,680
Eyes Without a Face,681
Bordello of Blood,682
The Story of Xinghua,683
The Day the Sun Turned Cold,684
Flirt,685
The Spitfire Grill,686
Escape from L.A.,687
Cyclo,688
Basquiat,689
Tin Cup,690
The Ballad of Narayama,691
The Godfather,692
Police Story 3: Supercop,693
Wife,694
Wife,695
Wife,696
Wife,697
Small Faces,698
Bound,699
Carpool,700
Kansas City,701
Gone Fishin',702
Vive L'Amour,703
Nothing to Lose,704
Project S,705
The Relic,706
The Island of Dr. Moreau,707
First Kid,708
The Trigger Effect,709
Bogus,710
Bulletproof,711
The Land Before Time III: The Time of the Great Giving,712
1-900,713
Halloween: The Curse of Michael Myers,714
Twelfth Night,715
Mother Night,716
Wild Reeds,717
For Whom the Bell Tolls,718
The Philadelphia Story,719
Singin' in the Rain,720
An American in Paris,721
Funny Face,722
Breakfast at Tiffany's,723
Vertigo,724
Rear Window,725
It Happened One Night,726
Gaslight,727
The Gay Divorcee,728
North by Northwest,729
The Apartment,730
Some Like It Hot,731
Charade,732
Casablanca,733
The Maltese Falcon,734
My Fair Lady,735
Sabrina,736
Roman Holiday,737
The Little Princess,738
Meet Me in St. Louis,739
The Wizard of Oz,740
Gone with the Wind,741
My Favorite Year,742
Sunset Boulevard,743
Citizen Kane,744
2001: A Space Odyssey,745
All About Eve,746
The Women,747
Rebecca,748
Foreign Correspondent,749
Notorious,750
Spellbound,751
An Affair to Remember,752
To Catch a Thief,753
Father of the Bride,754
The Band Wagon,755
Ninotchka,756
Love in the Afternoon,757
Gigi,758
The Reluctant Debutante,759
The Adventures of Robin Hood,760
The Mark of Zorro,761
Laura,762
The Ghost and Mrs. Muir,763
Lost Horizon,764
Top Hat,765
To Be or Not to Be,766
My Man Godfrey,767
Giant,768
East of Eden,769
The Thin Man,770
His Girl Friday,771
Around the World in Eighty Days,772
It's a Wonderful Life,773
Mr. Smith Goes to Washington,774
Bringing Up Baby,775
Penny Serenade,776
The Scarlet Letter,777
Angel on My Shoulder,778
Little Lord Fauntleroy,779
They Made Me a Criminal,780
The Inspector General,781
Angel and the Badman,782
The 39 Steps,783
A Walk in the Sun,784
Night of the Living Dead,785
The African Queen,786
Beat the Devil,787
Cat on a Hot Tin Roof,788
The Last Time I Saw Paris,789
Meet John Doe,790
A Farewell to Arms,791
A Farewell to Arms,792
"Yes, Madam",793
Dangerous Ground,794
Picnic,795
The Pompatus of Love,796
Fly Away Home,797
Bliss,798
Grace of My Heart,799
Maximum Risk,800
Michael Collins,801
The Rich Man's Wife,802
Big Night,803
Last Man Standing,804
Caught,805
Set It Off,806
2 Days in the Valley,807
Extreme Measures,808
The Glimmer Man,809
D3: The Mighty Ducks,810
The Chamber,811
The Apple Dumpling Gang,812
"Davy Crockett, King of the Wild Frontier",813
Escape to Witch Mountain,814
The Love Bug,815
Herbie Rides Again,816
Old Yeller,817
The Parent Trap,818
Pollyanna,819
Homeward Bound: The Incredible Journey,820
The Shaggy Dog,821
Swiss Family Robinson,822
That Darn Cat!,823
"20,000 Leagues Under the Sea",824
Cool Runnings,825
Angels in the Outfield,826
Cinderella,827
Winnie the Pooh and the Blustery Day,828
The Three Caballeros,829
The Sword in the Stone,830
So Dear to My Heart,831
Robin Hood: Prince of Thieves,832
Mary Poppins,833
Dumbo,834
Pete's Dragon,835
Bedknobs and Broomsticks,836
Alice in Wonderland,837
The Fox and the Hound,838
Freeway,839
The Sound of Music,840
Die Hard,841
The Lawnmower Man,842
The Secret Agent,843
Secrets & Lies,844
That Thing You Do!,845
To Gillian on Her 37th Birthday,846
Surviving Picasso,847
Beautiful Thing,848
The Long Kiss Goodnight,849
The Ghost and the Darkness,850
Looking for Richard,851
Trees Lounge,852
Normal Life,853
Get on the Bus,854
Shadow Conspiracy,855
Jude,856
Everyone Says I Love You,857
Romeo + Juliet,858
Swingers,859
Sleepers,860
Johns,861
Aladdin and the King of Thieves,862
Shall We Dance,863
A Damsel in Distress,864
Crossfire,865
"Murder, My Sweet",866
Willy Wonka & the Chocolate Factory,867
The Innocents,868
Sleeper,869
Bananas,870
A Fish Called Wanda,871
Life of Brian,872
Victor/Victoria,873
The Candidate,874
The Great Race,875
Bonnie and Clyde,876
The Old Man and the Sea,877
Dial M for Murder,878
Madame Butterfly,879
Dirty Dancing,880
Reservoir Dogs,881
Platoon,882
Weekend at Bernie's,883
Basic Instinct,884
The Doors,885
The Crying Game,886
Glengarry Glen Ross,887
Sophie's Choice,888
E.T. the Extra-Terrestrial,889
A Christmas Carol,890
Days of Thunder,891
Top Gun,892
Rebel Without a Cause,893
A Streetcar Named Desire,894
Children of the Corn IV: The Gathering,895
Microcosmos,896
Palookaville,897
The Associate,898
The Funeral,899
The People vs. Larry Flynt,900
A Perfect Candidate,901
On Golden Pond,902
The Return of the Pink Panther,903
Drop Dead Fred,904
The Abyss,905
The Fog,906
Escape from New York,907
The Howling,908
Jean de Florette,909
Manon of the Spring,910
Private Benjamin,911
Monty Python and the Holy Grail,912
Hustler White,913
Snowriders,914
When We Were Kings,915
The Wrong Trousers,916
The Return of Martin Guerre,917
Faust,918
He Walked by Night,919
Raw Deal,920
T-Men,921
The Tin Drum,922
The Ruling Class,923
Mina Tannenbaum,924
2 or 3 Things I Know About Her,925
The Bloody Child,926
Dear God,927
Bad Moon,928
American Dream,929
Bob Roberts,930
Cinema Paradiso,931
"The Cook, the Thief, His Wife & Her Lover",932
Dead Tired,933
Delicatessen,934
The Double Life of Veronique,935
Enchanted April,936
Paths of Glory,937
The Grifters,938
Hear My Song,939
The Shooter,940
The English Patient,941
Mediterraneo,942
My Left Foot: The Story of Christy Brown,943
"Sex, Lies, and Videotape",944
Passion Fish,945
Strictly Ballroom,946
The Thin Blue Line,947
Tie Me Up! Tie Me Down!,948
Madonna: Truth or Dare,949
Paris is Burning,950
One Flew Over the Cuckoo's Nest,951
Up in Smoke,952
The Empire Strikes Back,953
The Princess Bride,954
Raiders of the Lost Ark,955
Brazil,956
Aliens,957
"The Good, the Bad and the Ugly",958
Withnail & I,959
12 Angry Men,960
Lawrence of Arabia,961
A Clockwork Orange,962
To Kill a Mockingbird,963
Apocalypse Now,964
Once Upon a Time in the West,965
Return of the Jedi,966
Wings of Desire,967
The Third Man,968
GoodFellas,969
Alien,970
Army of Darkness,971
The Big Blue,972
Ran,973
The Killer,974
Psycho,975
The Blues Brothers,976
The Godfather: Part II,977
Full Metal Jacket,978
A Grand Day Out,979
Henry V,980
Amadeus,981
The Quiet Man,982
Once Upon a Time in America,983
Raging Bull,984
Annie Hall,985
The Right Stuff,986
Stalker,987
Das Boot,988
The Sting,989
Harold and Maude,990
Trust,991
The Seventh Seal,992
Local Hero,993
The Terminator,994
Braindead,995
Glory,996
Rosencrantz & Guildenstern Are Dead,997
Manhattan,998
Miller's Crossing,999
Dead Poets Society,1000
The Graduate,1001
Touch of Evil,1002
La Femme Nikita,1003
The Bridge on the River Kwai,1004
8½,1005
Chinatown,1006
The Day the Earth Stood Still,1007
The Treasure of the Sierra Madre,1008
Bad Taste,1009
Duck Soup,1010
Better Off Dead...,1011
The Shining,1012
Stand by Me,1013
M,1014
Evil Dead II,1015
The Great Escape,1016
The Deer Hunter,1017
Diva,1018
Groundhog Day,1019
Unforgiven,1020
The Manchurian Candidate,1021
Pump up the Volume,1022
Arsenic and Old Lace,1023
Back to the Future,1024
Fried Green Tomatoes,1025
Patton,1026
Down by Law,1027
Akira,1028
Highlander,1029
Cool Hand Luke,1030
Cyrano de Bergerac,1031
Young Frankenstein,1032
Night on Earth,1033
Raise the Red Lantern,1034
The Great Dictator,1035
Fantasia,1036
High Noon,1037
The Big Sleep,1038
Heathers,1039
Somewhere in Time,1040
Ben-Hur,1041
This Is Spinal Tap,1042
Koyaanisqatsi,1043
Some Kind of Wonderful,1044
Indiana Jones and the Last Crusade,1045
Being There,1046
Gandhi,1047
The Unbearable Lightness of Being,1048
A Room with a View,1049
Real Genius,1050
Pink Floyd: The Wall,1051
The Killing Fields,1052
My Life as a Dog,1053
Forbidden Planet,1054
Field of Dreams,1055
The Man Who Would Be King,1056
Butch Cassidy and the Sundance Kid,1057
"Paris, Texas",1058
Until the End of the World,1059
When Harry Met Sally...,1060
Hype!,1061
Santa with Muscles,1062
Female Perversions,1063
I'm Not Rappaport,1064
Alien³,1065
An American Werewolf in London,1066
Amityville: It's About Time,1067
Amityville 3-D,1068
Amityville: Dollhouse,1069
Amityville: A New Generation,1070
Amityville II: The Possession,1071
The Amityville Horror,1072
The Amityville Curse,1073
Blood for Dracula,1074
April Fool's Day,1075
Audrey Rose,1076
The Believers,1077
The Birds,1078
The Blob,1079
Blood Beach,1080
Body Parts,1081
The Body Snatcher,1082
Dracula,1083
Bride of Frankenstein,1084
Burnt Offerings,1085
Candyman,1086
Cape Fear,1087
Cape Fear,1088
Carrie,1089
Cat People,1090
A Nightmare on Elm Street,1091
Nosferatu,1092
Vampire in Venice,1093
The Omen,1094
Blood and Wine,1095
Albino Alligator,1096
The Mirror Has Two Faces,1097
Breaking the Waves,1098
Nightwatch,1099
Star Trek: First Contact,1100
Shine,1101
Sling Blade,1102
Jingle All the Way,1103
Paradise Lost: The Child Murders at Robin Hood Hills,1104
The Preacher's Wife,1105
Ridicule,1106
The Crucible,1107
101 Dalmatians,1108
I Can't Sleep,1109
Die Hard 2,1110
Star Trek: The Motion Picture,1111
Star Trek VI: The Undiscovered Country,1112
Star Trek V: The Final Frontier,1113
Star Trek II: The Wrath of Khan,1114
Star Trek III: The Search for Spock,1115
Star Trek IV: The Voyage Home,1116
Batman Returns,1117
Young Guns,1118
Young Guns II,1119
Grease,1120
Grease 2,1121
Marked for Death,1122
The Substance of Fire,1123
Under Siege,1124
Jaws,1125
Jaws 2,1126
Jaws 3-D,1127
My Fellow Americans,1128
Mars Attacks!,1129
Citizen Ruth,1130
Jerry Maguire,1131
Raising Arizona,1132
Tin Men,1133
Sneakers,1134
Bastard Out of Carolina,1135
In Love and War,1136
Marvin's Room,1137
Ghosts of Mississippi,1138
Night Falls on Manhattan,1139
Beavis and Butt-Head Do America,1140
La Cérémonie,1141
Scream,1142
The Last of the Mohicans,1143
Michael,1144
The Evening Star,1145
Hamlet,1146
The Whole Wide World,1147
Mother,1148
Thieves,1149
Evita,1150
The Portrait of a Lady,1151
Walkabout,1152
Message to Love: The Isle of Wight Festival,1153
Murder at 1600,1154
Hearts and Minds,1155
Fierce Creatures,1156
Turbulence,1157
Angel Baby,1158
First Strike,1159
Underworld,1160
Beverly Hills Ninja,1161
Metro,1162
The Machine,1163
The Cement Garden,1164
Dante's Peak,1165
Amos & Andrew,1166
Benny & Joon,1167
Prefontaine,1168
Guantanamera,1169
McHale's Navy,1170
Kolya,1171
Gridlock'd,1172
Waiting for Guffman,1173
Prisoner of the Mountains,1174
The Beautician and the Beast,1175
SubUrbia,1176
Hotel de Love,1177
The Pest,1178
Fools Rush In,1179
Touch,1180
Absolute Power,1181
That Darn Cat,1182
Vegas Vacation,1183
That Old Feeling,1184
Lost Highway,1185
Rosewood,1186
Donnie Brasco,1187
Booty Call,1188
City of Industry,1189
Best Men,1190
Jungle 2 Jungle,1191
Kama Sutra - A Tale of Love,1192
Private Parts,1193
The Saint,1194
Smilla's Sense of Snow,1195
The Van,1196
Crash,1197
The Daytrippers,1198
Liar Liar,1199
Selena,1200
The Devil's Own,1201
Cats Don't Dance,1202
B.A.P.S.,1203
Love and Other Catastrophes,1204
Turbo: A Power Rangers Movie,1205
Double Team,1206
Inventing the Abbotts,1207
Anaconda,1208
Grosse Pointe Blank,1209
Keys to Tulsa,1210
Kissed,1211
8 Heads in a Duffel Bag,1212
Hollow Reed,1213
Paradise Road,1214
Traveller,1215
Romy and Michele's High School Reunion,1216
Volcano,1217
Children of the Revolution,1218
Austin Powers: International Man of Mystery,1219
Breakdown,1220
"Truth or Consequences, N.M.",1221
Warriors of Virtue,1222
Fathers' Day,1223
The Fifth Element,1224
Nowhere,1225
Losing Chase,1226
Sprung,1227
Love! Valour! Compassion!,1228
Shall We Dance?,1229
Twin Town,1230
Addicted to Love,1231
Brassed Off,1232
The Designated Mourner,1233
The Lost World: Jurassic Park,1234
Ponette,1235
Schizopolis,1236
Rough Magic,1237
Trial and Error,1238
Con Air,1239
The Pillow Book,1240
To Have (Or Not),1241
Speed 2: Cruise Control,1242
Batman & Robin,1243
Dream with the Fishes,1244
Roseanna's Grave,1245
Hercules,1246
My Best Friend's Wedding,1247
Tetsuo II: Body Hammer,1248
When the Cat's Away,1249
Contempt,1250
Face/Off,1251
Gabbeh,1252
Men in Black,1253
Out to Sea,1254
Wild America,1255
A Simple Wish,1256
Contact,1257
G.I. Jane,1258
Conan the Barbarian,1259
George of the Jungle,1260
Cop Land,1261
Event Horizon,1262
Spawn,1263
Air Bud,1264
Picture Perfect,1265
In the Company of Men,1266
Free Willy 3: The Rescue,1267
Career Girls,1268
Conspiracy Theory,1269
Desperate Measures,1270
Steel,1271
She's So Lovely,1272
Hoodlum,1273
Leave it to Beaver,1274
Mimic,1275
Money Talks,1276
Excess Baggage,1277
Kull the Conqueror,1278
Air Force One,1279
One Eight Seven,1280
The Hunt for Red October,1281
My Own Private Idaho,1282
"Kiss Me, Guido",1283
Star Maps,1284
In & Out,1285
The Edge,1286
The Peacemaker,1287
L.A. Confidential,1288
Seven Years in Tibet,1289
Kiss the Girls,1290
Soul Food,1291
Wishmaster,1292
A Thousand Acres,1293
The Game,1294
Fire Down Below,1295
U Turn,1296
The Matchmaker,1297
The Assignment,1298
A Smile Like Yours,1299
Ulee's Gold,1300
The Ice Storm,1301
Stag,1302
Chasing Amy,1303
Def Jam's How to Be a Player,1304
The Full Monty,1305
Alive and Kicking,1306
Mrs Brown,1307
I Know What You Did Last Summer,1308
